"E","X","uE"
0.070787089539531,0.0815453561667272,0.196240125190614
0.30549838335941,0.23466029065936,0.443843332667803
-0.0882612598101163,0.132549757265748,0.278719690945699
-0.29150489040983,0.142813327082233,0.295316979872142
-0.163097486759785,0.114402618765403,0.249373829197416
-0.528813651478707,0.139626923295889,0.290164224522505
0.341534600347777,0.0756627582682323,0.186727335907241
0.0290691845288482,0.104548880659589,0.233439281932485
0.425291495344596,0.163165437152905,0.32822851622309
0.160738033187634,0.0767460974183939,0.188479211054198
0.38920350645673,0.0933502752663784,0.215329940581699
0.742664702713178,0.214191712258289,0.410743454583425
-0.203197840104744,0.162729459611879,0.327523493960541
0.0375702134786676,0.0823997481186074,0.197621768257826
-0.370622145757671,0.101665814140116,0.228777055351146
0.307545172380125,0.191943912748702,0.374766385879208
-0.0574892564340646,0.2518432835308,0.471630067927326
0.849308429682788,0.273515225200169,0.506675912980753
0.12414278695217,0.0890366331518189,0.208354320424117
-0.00832740679556072,0.132396331902572,0.278471585741876
0.431285223689559,0.154801915645026,0.314703808407897
0.236772500627472,0.131123935512191,0.276413984839098
0.0862279434001323,0.176272616767477,0.349424225996938
0.0463302703377246,0.23540339982584,0.445045019581858
-0.171251712250544,0.131024525096656,0.276253227576427
-0.111409525256895,0.116209806418315,0.252296244707419
0.136681901352158,0.0768461079409767,0.18864093875408
-0.269223550546519,0.12966101525786,0.274048286493238
-0.213635516448211,0.211022101171941,0.40561785482377
0.0387060509034382,0.126859709586393,0.269518275938241
0.150498615764332,0.129012967643436,0.273000324264987
0.138684172623053,0.0804559488515206,0.194478437172472
0.079212124065559,0.076281775272474,0.187728352537272
-0.0446274680824494,0.0834473132946242,0.199315793066592
-0.0673263700201015,0.122648236385097,0.262707873828868
-0.315793802351731,0.131183138937175,0.276509723102437
-0.137790589511777,0.0832101007320508,0.198932195009736
0.138048914760995,0.106702225545073,0.236921470670096
0.0494276289037822,0.0646523097335012,0.168922264298808
-0.0846313618162442,0.0763307548888631,0.187807557809828
-0.544750921714339,0.130383962403552,0.27521736926562
0.167712251287841,0.105875921366943,0.235585248533864
-0.193572555693915,0.206069919612798,0.397609648164399
0.256465847512685,0.135705388900585,0.283822684438733
-0.00872854994479006,0.07854624608327,0.191390243768519
-0.326651096882342,0.238265221847309,0.449672891540218
-0.160869414827786,0.089961989704171,0.209850720831965
-0.0232103067217227,0.10942289505761,0.241321083941145
0.195162282587024,0.112668775295299,0.246570019066916
-0.131486644544528,0.0880272560884469,0.206722049873416
-0.0899024590842996,0.094002290024247,0.216384318104739
-0.0317702382610724,0.171942490093394,0.34242194854544
0.0713256191714551,0.0900139464595278,0.209934740456302
-0.165737371776527,0.193613970987328,0.377467048475759
0.0455746076652732,0.0597474859208166,0.160990640175038
0.0172007143165999,0.101962700348069,0.229257152067958
0.0461011054086338,0.0869449701417917,0.204971877869051
-0.111400379115202,0.126007205562008,0.26813968585149
0.221551995969498,0.106823847289858,0.237118146025167
-1.06401115099031,0.0814861213908368,0.19614433622951
0.0117153958619974,0.0781392370114323,0.190732066615564
0.127384317784584,0.0655930023349674,0.170443464736537
-0.104257128657684,0.102320442284347,0.22983565899914
0.00972769055342999,0.103017364536837,0.230962656738783
0.0420397140762323,0.125343646621957,0.267066640152512
-0.0744231198628825,0.103749412874781,0.232146457111384
-0.324166417543184,0.0979877245521349,0.222829191529825
-0.229113143375921,0.172648168297398,0.343563105594143
-0.223688417676428,0.139587874305245,0.290101078132741
