"E","X","uE"
-0.221108496083293,0.162731672916477,0.347744589393589
-0.0285768159198912,0.0993916708523332,0.232327654995004
0.508548218021511,0.176271971503793,0.372417461241727
-0.231029831505886,0.166226033994581,0.354111946990263
-0.175266464261564,0.0784012999085149,0.194079404485457
-0.130019516238352,0.15840589191102,0.339862234384761
-0.302368171258303,0.134908065993045,0.297044947613317
-0.656002133444793,0.191397200990207,0.399978363712635
-0.0276891379859029,0.0783375407320669,0.193963223739553
-0.15549307223131,0.0978058737832608,0.229438046053956
0.280813289977786,0.126814436380656,0.282296891289076
0.558627230067939,0.136865812596771,0.300612315847731
-0.502287774699217,0.196798769990935,0.409820998930347
0.358730072709265,0.175235642044505,0.370529081618738
-0.0935399400456691,0.121313543480657,0.272273269971068
0.0544635091802945,0.103465669179719,0.239751216446987
0.105103117794548,0.0976142114618631,0.229088802655557
0.270517939981111,0.122455904423749,0.274354858125973
0.290317648895659,0.369555316612351,0.724614657890724
-0.0369425266684831,0.0938756431922105,0.222276455407981
-0.0692850832677763,0.123847836620706,0.276891210223037
0.315911620465696,0.0868475529876563,0.20947000451357
0.274473467664287,0.119149594148406,0.268330163087848
0.121107728797751,0.0969547640844005,0.227887170318589
0.0307033250428329,0.0749855290059302,0.187855252396151
0.0400151054639785,0.0897041808422474,0.214675296887268
0.300722134011331,0.0997355634420164,0.232954289462484
-0.101357176090828,0.137108265146394,0.301054108223839
0.041949982836142,0.0568442296830771,0.154798525436615
0.126539454466306,0.0761846640028681,0.190040293140805
0.0940013791105561,0.0771142272538946,0.191734125431091
-0.169746800317521,0.102140944441602,0.237337328489726
-0.0609810146119855,0.128187050404603,0.284798042182567
0.391919101751036,0.0921411271718958,0.219115853652282
0.475973996251156,0.144838298480456,0.315139626397848
-0.0457575250163168,0.0684352410508681,0.175919443577647
0.0753291050147955,0.189979491486265,0.397395040702208
0.215627431225111,0.19871394172744,0.413310788059976
0.243108968660138,0.122405303334495,0.274262653793661
-0.246069355842172,0.086168869303917,0.208233320149016
-0.413787724023499,0.134357076951567,0.296040945971665
0.019771307555222,0.0745210617786347,0.187008909141397
0.361757519268107,0.148057745278703,0.321006040477479
-0.0533008794299834,0.0728885633875294,0.184034201948916
-0.0587939724719004,0.0908260680966637,0.216719578280162
-0.109481824353671,0.192037952997622,0.401145929705618
0.178787583371543,0.158844381575246,0.340661241823363
0.550872090839047,0.200486831130847,0.41654131305683
0.252022126861857,0.0964719316629766,0.227007362360064
0.170498932046377,0.0842816900291375,0.204794538345141
-0.14820608724984,0.137448917916826,0.301674839154946
-0.00414810520855577,0.088892731759654,0.213196689964606
0.205397804191463,0.151718934331678,0.327677388803614
-0.16102724328825,0.123024390734508,0.275390742955419
0.108523752788342,0.0589376027305782,0.158613029570204
0.0659763795423535,0.0803199579357928,0.197575546267129
0.0643137104152151,0.112832433166255,0.256819153758801
0.181324733571482,0.0973555307684088,0.228617439667656
-0.0999004816074515,0.0814251751841382,0.199589451895349
-0.442382433528731,0.137082358158212,0.301006901007892
0.0870664790717506,0.145870824198459,0.317021074916573
0.0957099624778795,0.103217264719104,0.239298578613061
0.285406672134235,0.120398208329583,0.270605363851059
0.26172181549806,0.16539323954971,0.352594444958704
-0.0315420482530579,0.131142019110603,0.290182529365641
-0.25458324025842,0.063474265495741,0.166879649268528
-0.00986618558972783,0.100343158165502,0.234061436889957
-0.389531439390778,0.169246812311827,0.359616351182121
0.316564579480436,0.127260212993898,0.283109176866124
0.0793720263211452,0.276130654557884,0.554378034269674
-0.154790838851034,0.208757167317825,0.431611360705075
0.006275688651113,0.105656594826822,0.243743479052658
0.222283223803288,0.204821118719583,0.424439168598217
-0.826973231909394,0.187335038213937,0.392576368774423
0.00768225104320061,0.118877925334924,0.267835133397257
0.535924316786023,0.217669082514898,0.447850481294695
0.425032430909337,0.163045262394256,0.348316006112966
0.115144303409074,0.143935416311452,0.313494411862426
-0.179636117360327,0.106328769188691,0.244968302256006
-1.3993278620041,0.281508298094352,0.564177072966246
0.209879930171927,0.102869118223392,0.238664192759773
0.597547445029088,0.120686177553524,0.271130095836301
0.199674472389461,0.0938356702612943,0.242368992991611
0.113544997826405,0.132785777058675,0.304597953530007
0.137226535049705,0.0811811557683385,0.222151403162881
0.454790820591037,0.173534251805782,0.369700091509459
-0.045618302630332,0.132385300931625,0.303958129530641
0.242996629739697,0.107619674214303,0.264391121005662
